src,type,rbr_id,popularity,file,subtitle
no_rbr_note,acknowledge_end_recce,-1,-1,,
no_rbr_note,acknowledge_start_recce,-1,-1,,
rbr,cmp_into_corner_1_left,0,0.53,hp_left1.ogg,Hairpin Left
rbr,cmp_into_corner_1_left,0,0.53,hp_left2.ogg,Hairpin Left
rbr,cmp_into_corner_1_left,0,0.53,hp_left3.ogg,Hairpin Left
rbr,cmp_into_corner_1_left,0,0.53,hp_left4.ogg,Hairpin Left
rbr,cmp_into_corner_1_left_descriptive,0,0.53,hp_left1.ogg,Hairpin Left
rbr,cmp_into_corner_1_left_descriptive,0,0.53,hp_left2.ogg,Hairpin Left
rbr,cmp_into_corner_1_left_descriptive,0,0.53,hp_left3.ogg,Hairpin Left
rbr,cmp_into_corner_1_left_descriptive,0,0.53,hp_left4.ogg,Hairpin Left
rbr,cmp_into_corner_1_left_descriptive_rushed,0,0.53,hp_left1.ogg,Hairpin Left
rbr,cmp_into_corner_1_left_descriptive_rushed,0,0.53,hp_left2.ogg,Hairpin Left
rbr,cmp_into_corner_1_left_descriptive_rushed,0,0.53,hp_left3.ogg,Hairpin Left
rbr,cmp_into_corner_1_left_descriptive_rushed,0,0.53,hp_left4.ogg,Hairpin Left
rbr,cmp_into_corner_1_left_rushed,0,0.53,hp_left1.ogg,Hairpin Left
rbr,cmp_into_corner_1_left_rushed,0,0.53,hp_left2.ogg,Hairpin Left
rbr,cmp_into_corner_1_left_rushed,0,0.53,hp_left3.ogg,Hairpin Left
rbr,cmp_into_corner_1_left_rushed,0,0.53,hp_left4.ogg,Hairpin Left
rbr,cmp_into_corner_1_right,11,0.53,hp_right1.ogg,Hairpin Right
rbr,cmp_into_corner_1_right,11,0.53,hp_right2.ogg,Hairpin Right
rbr,cmp_into_corner_1_right,11,0.53,hp_right3.ogg,Hairpin Right
rbr,cmp_into_corner_1_right,11,0.53,hp_right4.ogg,Hairpin Right
rbr,cmp_into_corner_1_right_descriptive,11,0.53,hp_right1.ogg,Hairpin Right
rbr,cmp_into_corner_1_right_descriptive,11,0.53,hp_right2.ogg,Hairpin Right
rbr,cmp_into_corner_1_right_descriptive,11,0.53,hp_right3.ogg,Hairpin Right
rbr,cmp_into_corner_1_right_descriptive,11,0.53,hp_right4.ogg,Hairpin Right
rbr,cmp_into_corner_1_right_descriptive_rushed,11,0.53,hp_right1.ogg,Hairpin Right
rbr,cmp_into_corner_1_right_descriptive_rushed,11,0.53,hp_right2.ogg,Hairpin Right
rbr,cmp_into_corner_1_right_descriptive_rushed,11,0.53,hp_right3.ogg,Hairpin Right
rbr,cmp_into_corner_1_right_descriptive_rushed,11,0.53,hp_right4.ogg,Hairpin Right
rbr,cmp_into_corner_1_right_rushed,11,0.53,hp_right1.ogg,Hairpin Right
rbr,cmp_into_corner_1_right_rushed,11,0.53,hp_right2.ogg,Hairpin Right
rbr,cmp_into_corner_1_right_rushed,11,0.53,hp_right3.ogg,Hairpin Right
rbr,cmp_into_corner_1_right_rushed,11,0.53,hp_right4.ogg,Hairpin Right
rbr,cmp_into_corner_2_left,102,0.63,one_left1.ogg,1 Left
rbr,cmp_into_corner_2_left,102,0.63,one_left2.ogg,1 Left
rbr,cmp_into_corner_2_left,102,0.63,one_left3.ogg,1 Left
rbr,cmp_into_corner_2_left,102,0.63,one_left4.ogg,1 Left
rbr,cmp_into_corner_2_left_descriptive,102,0.63,bad_left1.ogg,Bad Left
rbr,cmp_into_corner_2_left_descriptive,102,0.63,bad_left2.ogg,Bad Left
rbr,cmp_into_corner_2_left_descriptive,102,0.63,bad_left3.ogg,Bad Left
rbr,cmp_into_corner_2_left_descriptive,102,0.63,bad_left4.ogg,Bad Left
rbr,cmp_into_corner_2_left_descriptive_rushed,102,0.63,bad_left1.ogg,Bad Left
rbr,cmp_into_corner_2_left_descriptive_rushed,102,0.63,bad_left2.ogg,Bad Left
rbr,cmp_into_corner_2_left_descriptive_rushed,102,0.63,bad_left3.ogg,Bad Left
rbr,cmp_into_corner_2_left_descriptive_rushed,102,0.63,bad_left4.ogg,Bad Left
rbr,cmp_into_corner_2_left_rushed,102,0.63,one_left1.ogg,1 Left
rbr,cmp_into_corner_2_left_rushed,102,0.63,one_left2.ogg,1 Left
rbr,cmp_into_corner_2_left_rushed,102,0.63,one_left3.ogg,1 Left
rbr,cmp_into_corner_2_left_rushed,102,0.63,one_left4.ogg,1 Left
rbr,cmp_into_corner_2_right,112,0.6,one_right1.ogg,1 Right
rbr,cmp_into_corner_2_right,112,0.6,one_right2.ogg,1 Right
rbr,cmp_into_corner_2_right,112,0.6,one_right3.ogg,1 Right
rbr,cmp_into_corner_2_right,112,0.6,one_right4.ogg,1 Right
rbr,cmp_into_corner_2_right_descriptive,112,0.6,bad_right1.ogg,Bad Right
rbr,cmp_into_corner_2_right_descriptive,112,0.6,bad_right2.ogg,Bad Right
rbr,cmp_into_corner_2_right_descriptive,112,0.6,bad_right3.ogg,Bad Right
rbr,cmp_into_corner_2_right_descriptive,112,0.6,bad_right4.ogg,Bad Right
rbr,cmp_into_corner_2_right_descriptive_rushed,112,0.6,bad_right1.ogg,Bad Right
rbr,cmp_into_corner_2_right_descriptive_rushed,112,0.6,bad_right2.ogg,Bad Right
rbr,cmp_into_corner_2_right_descriptive_rushed,112,0.6,bad_right3.ogg,Bad Right
rbr,cmp_into_corner_2_right_descriptive_rushed,112,0.6,bad_right4.ogg,Bad Right
rbr,cmp_into_corner_2_right_rushed,112,0.6,one_right1.ogg,1 Right
rbr,cmp_into_corner_2_right_rushed,112,0.6,one_right2.ogg,1 Right
rbr,cmp_into_corner_2_right_rushed,112,0.6,one_right3.ogg,1 Right
rbr,cmp_into_corner_2_right_rushed,112,0.6,one_right4.ogg,1 Right
rbr,cmp_into_corner_3_left,2,0.97,three_left1.ogg,3 Left
rbr,cmp_into_corner_3_left,2,0.97,three_left2.ogg,3 Left
rbr,cmp_into_corner_3_left,2,0.97,three_left3.ogg,3 Left
rbr,cmp_into_corner_3_left,2,0.97,three_left4.ogg,3 Left
rbr,cmp_into_corner_3_left_descriptive,2,0.97,k_left1.ogg,K Left
rbr,cmp_into_corner_3_left_descriptive,2,0.97,k_left2.ogg,K Left
rbr,cmp_into_corner_3_left_descriptive,2,0.97,k_left3.ogg,K Left
rbr,cmp_into_corner_3_left_descriptive,2,0.97,k_left4.ogg,K Left
rbr,cmp_into_corner_3_left_descriptive_rushed,2,0.97,k_left1.ogg,K Left
rbr,cmp_into_corner_3_left_descriptive_rushed,2,0.97,k_left2.ogg,K Left
rbr,cmp_into_corner_3_left_descriptive_rushed,2,0.97,k_left3.ogg,K Left
rbr,cmp_into_corner_3_left_descriptive_rushed,2,0.97,k_left4.ogg,K Left
rbr,cmp_into_corner_3_left_rushed,2,0.97,three_left1.ogg,3 Left
