src,type,rbr_id,popularity,file,subtitle
no_rbr_note,acknowledge_end_recce,-1,-1,,
no_rbr_note,acknowledge_start_recce,-1,-1,,
no_rbr_note,corner_open_hairpin_left,40003,-1,,
no_rbr_note,corner_open_hairpin_left_rushed,40003,-1,,
no_rbr_note,corner_open_hairpin_right,40004,-1,,
no_rbr_note,corner_open_hairpin_right_rushed,40004,-1,,
no_rbr_note,correction,-1,-1,,
no_rbr_note,detail_big_jump,40002,-1,,
no_rbr_note,detail_double,-1,-1,,
no_rbr_note,detail_double_rushed,-1,-1,,
no_rbr_note,detail_half_long,-1,-1,,
no_rbr_note,detail_half_long_rushed,-1,-1,,
no_rbr_note,detail_immediate,-1,-1,,
no_rbr_note,detail_immediate_rushed,-1,-1,,
no_rbr_note,detail_jump_bind,2107,0.08,,
no_rbr_note,detail_jump_bind_rushed,2107,0.08,,
no_rbr_note,detail_late_apex,2023,0.04,,
no_rbr_note,detail_logs_inside,40006,-1,,
no_rbr_note,detail_logs_inside_rushed,40006,-1,,
no_rbr_note,detail_logs_outside,40009,-1,,
no_rbr_note,detail_logs_outside_rushed,40009,-1,,
no_rbr_note,detail_rocks_inside,40007,-1,,
no_rbr_note,detail_rocks_inside_rushed,40007,-1,,
no_rbr_note,detail_rocks_outside,40010,-1,,
no_rbr_note,detail_rocks_outside_rushed,40010,-1,,
no_rbr_note,detail_slippery,-1,-1,,
no_rbr_note,detail_slippery_rushed,-1,-1,,
no_rbr_note,detail_stay_out,2020,0.01,,
no_rbr_note,detail_stay_out_rushed,2020,0.01,,
sound_not_found,detail_then,413,-1,then.ogg,
sound_not_found,detail_then_rushed,413,-1,then.ogg,
no_rbr_note,detail_through_gate,40001,-1,,
sound_not_found,detail_tightens_to_acute,2007,0.02,tightenshp.ogg,Macht zu Kehre*
sound_not_found,detail_tightens_to_acute_rushed,2007,0.02,tightenshp.ogg,Macht zu Kehre*
sound_not_found,detail_to_acute,2014,0.0,hairpin.ogg,Kehre*
no_rbr_note,detail_to_dip,2024,0.03,,
no_rbr_note,detail_tree_inside,40008,-1,,
no_rbr_note,detail_tree_inside_rushed,40008,-1,,
no_rbr_note,detail_tree_outside,40011,-1,,
no_rbr_note,detail_tree_outside_rushed,40011,-1,,
no_rbr_note,microphone_check,-1,-1,,
no_rbr_note,penalty_false_start,-1,-1,,
no_rbr_note,we_are_lost,-1,-1,,
rbr_base_note,left,120,-1,left.ogg,Left
rbr_base_note,right,121,-1,right.ogg,Right
rbr_base_note,right_into,122,-1,right_into.ogg,Right Into
rbr_base_note,left_into,123,-1,left_into.ogg,Left Into
rbr_base_note,right_left,124,-1,right_left.ogg,Right-Left
rbr_base_note,left_right,125,-1,left_right.ogg,Left-Right
rbr_base_note,right_around,126,-1,right_around.ogg,Right Around
rbr_base_note,left_around,127,-1,left_around.ogg,Left Around
rbr_base_note,deepcut,211,0.0,deepcut.ogg,DEEP CUT
rbr_base_note,keep_centre,213,0.0,keskelta.ogg,Keep Centre
rbr_base_note,light_cut,218,0.0,light_cut.ogg,LIGHTCUT
rbr_base_note,clip,223,-1,clip.ogg,Clip
rbr_base_note,minusminus,231,-1,minusminus.ogg,MIINUS MIINUS
rbr_base_note,plusplus,233,-1,plusplus.ogg,PLUS PLUS
rbr_base_note,much,237,-1,much.ogg,Much
rbr_base_note,many,238,-1,many.ogg,Many
rbr_base_note,very,239,-1,very.ogg,Very
rbr_base_note,fast,241,-1,fast.ogg,Fast
rbr_base_note,slow,242,0.01,slow.ogg,Slow
rbr_base_note,exact,243,-1,exact.ogg,Exact
rbr_base_note,directly,245,-1,directly.ogg,Directly
rbr_base_note,light,246,-1,light.ogg,Light
rbr_base_note,big,247,-1,big.ogg,Big
rbr_base_note,small,248,-1,small.ogg,Small
rbr_base_note,slight,252,-1,slight.ogg,Slight
rbr_base_note,good,253,-1,good.ogg,Good
rbr_base_note,bad,254,-1,bad.ogg,Bad
rbr_base_note,straight,257,-1,straight.ogg,Straight
rbr_base_note,shortshort,265,-1,shortshort.ogg,LYHYT LYHYT
rbr_base_note,gonarrow,266,-1,gonarrow.ogg,Go Narrow
rbr_base_note,gowide,267,-1,gowide.ogg,Go Wide
rbr_base_note,slippery,268,0.03,liukas.ogg,Slippy
rbr_base_note,sideways,271,-1,sideways.ogg,Sideways
rbr_base_note,hook,272,-1,hook.ogg,HOOK
rbr_base_note,very_short,275,-1,very_short.ogg,TOSI LYHYT
rbr_base_note,positive,294,-1,positive.ogg,Positive
rbr_base_note,negative,295,-1,negative.ogg,Negative
rbr_base_note,hidden,301,-1,hidden.ogg,HIDDEN
rbr_base_note,blind,302,-1,blind.ogg,BLIND
rbr_base_note,cobbles,323,-1,cobbles.ogg,Cobbles
rbr_base_note,grit,324,-1,grit.ogg,Grit
rbr_base_note,onsplit,326,-1,onsplit.ogg,Split
rbr_base_note,icy,327,-1,icy.ogg,Icy
rbr_base_note,rubble,328,-1,rubble.ogg,Rubble
rbr_base_note,ice,329,-1,jaalle.ogg,Ice
rbr_base_note,border,347,-1,border.ogg,BORDER
rbr_base_note,edge,348,-1,edge.ogg,EDGE
rbr_base_note,curb,349,-1,curb.ogg,CURB
rbr_base_note,ditch,350,-1,ditch.ogg,DITCH
rbr_base_note,steep_drop,354,-1,steep_drop.ogg,STEEP DROP
rbr_base_note,shoulder,356,-1,shoulder.ogg,SHOULDER
rbr_base_note,steep_hill,357,-1,steep_hill.ogg,STEEP HILL
rbr_base_note,steep_incline,358,-1,steep_incline.ogg,STEEP INCLINE
rbr_base_note,steep_slope,359,-1,steep_slope.ogg,STEEP SLOPE
rbr_base_note,tree,373,-1,tree.ogg,PUU
rbr_base_note,stump,374,-1,stump.ogg,KANTO
rbr_base_note,stone,379,-1,stone.ogg,KIVI
rbr_base_note,rock,380,-1,rock.ogg,KIVI
rbr_base_note,sign,385,-1,sign.ogg,KYLTTI
rbr_base_note,bush,386,-1,bush.ogg,PUSKA
rbr_base_note,netting,390,-1,netting.ogg,VERKKO
rbr_base_note,tape,391,-1,tape.ogg,TEIPPI
rbr_base_note,tyres,394,-1,tyres.ogg,RENKAITA
rbr_base_note,spectators,395,-1,spectators.ogg,KATSOJIA
rbr_base_note,marshalls,396,-1,marshalls.ogg,JÄRJESTYKSENVALVOJIA
rbr_base_note,barrels,397,-1,barrels.ogg,TYNNYRIT
rbr_base_note,done,430,-1,done.ogg,Done
rbr_base_note,stop,431,-1,stop.ogg,Stop
rbr_base_note,line,432,0.0,line.ogg,Line
rbr_base_note,onto_cobbles,543,-1,onto_cobbles.ogg,Onto Cobbles
rbr_base_note,onto_grit,544,-1,onto_grit.ogg,Onto Grit
rbr_base_note,to_sight_distance,555,-1,to_sight_distance.ogg,To Sight Distance
rbr_base_note,entry,557,-1,entry.ogg,Entry
